Felix Draeseke,5Vp6oO51Y4KbSK4D5GH9dW
Davorin Jenko,24FjXwooYti4KUDDgpM4om
Mily Balakirev,2V5Fnwup32wFPAtMi2vmXq,https://i.scdn.co/image/eb64914f3df0c50519c839bd24868089d032e4ee
Georges Bizet,2D7RkvtKKb6E5UmbjQM1Jd,https://i.scdn.co/image/d06a1a1c32ac26e366ca903412b1458de9826485
John Knowles Paine,0WpSFotLxPgdnZYI6YceDg,https://i.scdn.co/image/6793f5fb098dd899c3922269c97a12fe78f9a902
Max Bruch,0521x50ZcNqqT1fKMJg5c5,https://i.scdn.co/image/93b4266efe12db296295cc5e0113b3c36619277d
Modest Mussorgsky,284mnx33IWcymQEpMxyfHl,https://i.scdn.co/image/2ac33c5b8dff7855937a1249680c4ec6a1f482d4
John Stainer,1Hw5GKs0jCKsLfnl41m8Wl,https://i.scdn.co/image/1794e8b557ac5f5456f5c771e7c5a1ed7df39b52
Johan Svendsen,7D8evrjQtt7dee4wqK3pva,https://i.scdn.co/image/609f27045cb34b62f7e911c85ceb00425360382e
Emmanuel Chabrier,7y3p0lS9e0oGcJUOHlF1wk,https://i.scdn.co/image/318a7dc2c424003694f87634bc4b6719c2b4891e
Arrigo Boito,4QHgItlRsXcYDTm3eJoFDP,https://i.scdn.co/image/6d442936760878907699deb9797dc33b3527be4d
Giovanni Sgambati,3m1zAAlMbuq1ZAHFggftkC,https://i.scdn.co/image/3d3a60174bd53e11665e451a8f63d51474c6b624
Jules Massenet,1AoIc5YFH0aSFc4mKqBEeB,https://i.scdn.co/image/611f7bd3dd01d6ba0c34ddd6024669682710f17f
Giuseppe Silvestri,0OQOA5GYqZRHNRPfS3D1TM
Johann Nepomuk Fuchs,1XE8kAS14OzHpExiYFRuAT
Arthur Sullivan,1jK7F6jheJ08CowHGDW6IN,https://i.scdn.co/image/d726537b8c2b3528b507103825b532ff26120845
Nikolai Rimsky-Korsakov,2kXJ68O899XvWOBdpzlXgs,https://i.scdn.co/image/ff2fc4924b1e35bc9d56d18b0e5744f5daac71ce
Felip Pedrell,5dEHq8WUcaGGUgLEiPd7CE
Edvard Grieg,5ihY290YPGc3aY2xTyx7Gy,https://i.scdn.co/image/5a434b6894d4e48995866aa31fa4f726e5773fa5
David Popper,1Yfs1gSacKS9Bqph8IyxFX,https://i.scdn.co/image/30a5572f5388b69fb98a95a1fe35590fb54e4fb6
Charles-Marie Widor,6wgviqppMkEUf4p2WJ2uVa,https://i.scdn.co/image/a1b52cf6f85fdc3ef4f61433f69c8cf729605394
Friedrich Nietzsche,3kb5fJZ2Hktci2A1wHXnHP,https://i.scdn.co/image/de3cc9d3760a3c41a06e38d7b7dcd42d3f8dfa2d
Ion Ivanovici,52uLJEt26A79boYDbuM6JI
Luigi Denza,604SIyQJ7kt1BUikmaNQAN
Pyotr Ilyich Tchaikovsky,3MKCzCnpzw3TjUYs2v7vDA,https://i.scdn.co/image/0d779eb9b65a5f1351d6ecbd6a222dba7a74fbb6
Zygmunt Noskowski,56MXtax4swwHZmE11DsKjV,https://i.scdn.co/image/394dcf1c7eb859b0f86b694206d2fc5b609ebca0
Robert Fuchs,4cFqOPihbrbcaQeuK6ttpp,https://i.scdn.co/image/3c50cef8ab589af210bd85ba5433ec9fa5919999
Philipp Scharwenka,1xldmEWcUklELLd6NvMAkm
Hubert Parry,4DAmH51BfQpej5UEP0dZ3u,https://i.scdn.co/image/98e91acaaf99983ed5c11c9052d09812870c291d
Henri Duparc,3ceP0vCQkBmSKTvF6CsuOw,https://i.scdn.co/image/d4507538a71935bf4c0b2d316dc3b781c021156e
Benjamin Godard,2OvKjmIo99mLNKbMIdCQOV,https://i.scdn.co/image/cb523db166baee7253fc15f8dbf9217b762b6fce
C. A. Bracco,2bkkbzDZkP5cRYarms9Aaa
Xaver Scharwenka,48Ihwc9nWMzCYG7OQLa60M
Alexandre Luigini,78en3eAZ4eLV5uocBDDjNc
Vincent d'Indy,74t2IgTigmFhqMn5gs5XPt,https://i.scdn.co/image/6155f97abc10b239c99b074fe21f6926e5b41d2e
Ciprian Porumbescu,40eaxFtDhlj7BzFGpoBG7s
Charles Villiers Stanford,1g5nZfwrmjGs2wLKi3XHk2,https://i.scdn.co/image/82136b5ba43a10a0ce5af173e8f6c853221e50af
Alfredo Catalani,2pJPaYySRIl7SVCgkT2weI,https://i.scdn.co/image/4d79b0c35c70daeb0a05ae1c14a29da01fe311cb
Hans Huber,4aA1PTOcMbSDK1uoUPMVlb,https://i.scdn.co/image/a2d313fefddabaae35e7a21fa7e049194186dc03
Engelbert Humperdinck,17XXKfRBMCWvLrqGoNkJXm,https://i.scdn.co/image/48e3225d57e48568d1cbe2bd2a4e2fdee16ffe07
Bernard Zweers,0lv6EgukCDPNOaGs2Qe9os
Moritz Moszkowski,5x2Ufw4gSPVw4TNcGCpFT1,https://i.scdn.co/image/f39674716823bfa48a69ec237c6da39707b714c5
George Whitefield Chadwick,2IRHxBEVRIPVF9e8NHi3N9,https://i.scdn.co/image/e9a0d4112f7a12865e737fbfc10247aa54ee9def
Ernest Chausson,4dadMoMQOTGa96FlnhEzCi,https://i.scdn.co/image/bfc90b75c65d8d4d2a81c583988fffa43d4fcd15
John Philip Sousa,6jNyNAMv2gNLnfaP0bzo7y,https://i.scdn.co/image/92d1ff4e6a0671d4d1b00a535bb742ffe2cb3fc8
Gustave Charpentier,5OZAfzSUnJzQ5PrW4ZYCc8,https://i.scdn.co/image/e28dd028b0d8f5a3c2ed89e93177c2eb9725f1fc
Sergei Lyapunov,1Lb7Gn7nVNfxMBkKVmFZyI,https://i.scdn.co/image/20543cd492824bcf221c4cd35f35a4a81d5bb84a
Arnold Mendelssohn,18osfoG9A0DwxxjYz3KFSW
Paul Dukas,3KpcdlqCaWWruPfmM2rWy1,https://i.scdn.co/image/0bbf8f5ae3a7cb589d2a8531f7c09093c25ccee2
Giuseppe Martucci,5ScBH9bGGSS0B1BtG5BMZD,https://i.scdn.co/image/133bb5c2c6134b1f8a3f2ace8526a844a5c6b241
Alberto Williams,11kKasV6eRUQnuIouit02q,https://i.scdn.co/image/afa97f9685f3adb81f105556b13e5ae1e7ef62bb
Anatoly Lyadov,7t5qhn89RAzTepqZBB4uob,https://i.scdn.co/image/652dd3999f7f18ff1710c8bf72404fb76be02157
Stevan St. Mokranjac,6bbFwVGb1FnkzXpaifykEm
Sergei Taneyev,2xBVpJeox4UCMybat7LT8X,https://i.scdn.co/image/6d8485155cd3f04d020b24ea8698c67f85e59827
Christian Sinding,45Ju84OuCDMX3oH1iLKP63,https://i.scdn.co/image/46042a4d4b915cbca094bcf8f646525a0cac5c8e
Ruggero Leoncavallo,72auy9NefUbGecYVrTiPzq,https://i.scdn.co/image/cc39aa4d6123bbd83e6850856c619379e7f0f28b
Edward Elgar,430byzy0c5bPn5opiu0SRd,https://i.scdn.co/image/a812a70dd3ada2cfd17fbb9723cc1604d42452e7
Giacomo Puccini,0OzxPXyowUEQ532c9AmHUR,https://i.scdn.co/image/6b124eb919776cb9d297ce799f63eee6fe0dd770
Victor Herbert,4KKrqNQzDsogR5DCD9a9fv,https://i.scdn.co/image/a47c23179caea77234eb0bd91ce4a0279206d45d
Mikhail Ippolitov-Ivanov,0olnJhZ6Bou4zt2KkjdLkt,https://i.scdn.co/image/66f4c571e10a1ddcc487f06b19e7cd021e542978
Valborg Aulin,0dPXhX5Y4nNHF5XPUNXNd8
Alfredo d'Ambrosio,7ltbXd27utG0AHGLLOCtxx
Gustav Mahler,2ANtgfhQkKpsW6EYSDqldz,https://i.scdn.co/image/aaef5347abd6fe7d1ca40524d96dd66d73b28841
Ignacy Jan Paderewski,7Im00DCJCJrFrC1Ho6vjD6,https://i.scdn.co/image/b6116a6778ce4730b1e9851c12aeb02444fafe15
Edward MacDowell,3Pw22ANvFqf1RBh5VgHiJ2,https://i.scdn.co/image/504becf14c762f9503a9a49a9d7729320c023cb0
Hugo Wolf,3JvFTHGx6J55BUnjL8l04T,https://i.scdn.co/image/ff95faf3b29e208913dbcd57241fb71a3c024b6b
Anton Arensky,2DLKrW0pn180nOIjUWlTjm,https://i.scdn.co/image/7c7a73baba9042734b413cee00d979b8660151d1
Georgy Catoire,04Z3Uz420IFRwOCqvKZMQc,https://i.scdn.co/image/8b28715dfff8208e1045be5ce39e197b2eaefb26
Frederick Delius,65YhYi4Fz5Ibgq7ueev2Rm,https://i.scdn.co/image/eea1031483306a304dd8a4b5b89243edca48b4c9
Claude Debussy,1Uff91EOsvd99rtAupatMP,https://i.scdn.co/image/6f4ec976be8f4f84539db4e1220f6e79438fed9c
Alberto Nepomuceno,5BFlhpaPculZIatjhoistC,https://i.scdn.co/image/494b589fccf1a49636390f9e4c4e59e3c43f55c0
Pietro Mascagni,3Z5fRknMBBNfCw6pkgR9S8,https://i.scdn.co/image/1d1949c205b169cbf4b0160a942cb31c3872b14c
Edward German,1Xt44RqTpZ2uXrX6xo5ENc,https://i.scdn.co/image/5ee5d215040b5e95b5677026de8bc97abe4831e2
Ricardo Castro,2y1bWFBk6n6Jue3kIEpGLq,https://i.scdn.co/image/ec4be11792d02051933ef108983024cac726948c
Guy Ropartz,5dPR5LYM2CxXWlZGwntQ5C,https://i.scdn.co/image/c73ff9933e8f736fd8946b81405645c2bbcd8fd0
Alexander Glazunov,78t7WfwhjZLkDHN5QKwS5u,https://i.scdn.co/image/81a8439b3f2c67ef439914d9089780255bd687f7
Richard Strauss,6pAwHPeExeUbMd5w7Iny6D,https://i.scdn.co/image/44f3fc5c0d099b98b1539ef942d51c3cf895e316
Paul Gilson,3MhYSd4BC5GmfjFoHMgnPa,https://i.scdn.co/image/79422122422b42b158abf4fb272bdd9a6a61697f
Eduardo di Capua,2q0Rkp6Ud5XxPTCkCCdbYr,https://i.scdn.co/image/fa122074ea2ead14d237cce1d96ca21cfc6677fa
Carl Nielsen,73I7vbj7hzsw8rW4LUoxtz,https://i.scdn.co/image/2b3efc843d473743aa7f122051d4fb06f08b58b1
Ferruccio Busoni,7xH3VOMwOjnqGu7NERNUx1,https://i.scdn.co/image/62be69834bef8dd235bd8657e11b1987b9abec4d
Jean Sibelius,7jzR5qj8vFnSu5JHaXgFEr,https://i.scdn.co/image/9c9995af2df51d848b632aaad081131298d1bd17
Erik Satie,459INk8vcC0ebEef82WjIK,https://i.scdn.co/image/8df0ab319da424e35faec8aefe42666ff71b960e
Francesco Cilea,4UI5kd2hXbzrL9dH9zpK03,https://i.scdn.co/image/fc25758d3f3ae4327ce0a82e7f87ae8166a338a8
Amy Beach,1QeC5GwDENQv78O3PCLeZB,https://i.scdn.co/image/db9e8bcf8706a6479934b23299c9a99cf8006c09
Samuel Maykapar,5oAwr3CIgRd7qUpAFuw3cx
Vladimir Rebikov,0egrebhFLsNr4p5IlkMDzk
Johann Strauss III,5Mm1er8bhilA6r3JOcTeNU
Umberto Giordano,2vedxcgUX1uom0dCE4xTTj,https://i.scdn.co/image/94a1e46075e5e30e855a1bdfd6dfed6d81b2fdb4
Enrique Granados,2xmzOWZeQCDksIQcLcnRrT,https://i.scdn.co/image/887d350fc669103362203be722e979d8b68b9962
Wilhelm Peterson-Berger,1pnzip6Xgb2Qs3xWHFx6Jt,https://i.scdn.co/image/400c9c90179579ecf70e0ccf8aec8c224c2414b2
Charles Koechlin,777ILKUd9KdXnQq0UX9G36,https://i.scdn.co/image/2559ec5920313edeb8b133a398567fcefe3cb8a1
Scott Joplin,5FgkTUuCNKDlilidPvZqOq,https://i.scdn.co/image/b7999f204823c1916f0bda8f04b7e3b34707db83
Granville Bantock,7LWakXb7xtbVwvHzeBotU1,https://i.scdn.co/image/cc7bc8e161a33311f5466effa02dc28e83b96791
Hermann Bischoff,3avQlyuZ0xuhq4QL1T6FO9
Vittorio Monti,05ZN3Mgw6026ilsQzehDxC,https://i.scdn.co/image/77e4466cfcf379d9dff390afa8b3c1f048023fcb
Juventino Rosas,07KnR00fN51QEaiiSKPMWt,https://i.scdn.co/image/260033f3c4a8cc5d0b93c0fa37f82aa90776c006
Hamish MacCunn,4Gb3mNOBAtHAeJnZLwCxh9
Jan Brandts-Buys,62XLoqaLiv9N5dmIUhCgJ7
Florent Schmitt,46ogc4ghPoxhfxvj3ahDNL,https://i.scdn.co/image/74f989da113ceada5a3ac32c0f628fd3705ecb82
Zygmunt Stojowski,2inQTxsmnnRIzgR7UMuc1r
Giacomo Balla,7C0tJ22qVgLsRI4ylbWcbV
Guillaume Lekeu,0RXh5D9kovOKCElugtIMeW,https://i.scdn.co/image/6a227139ea1a0f03dd09bf5d6639395311386809
Albert Roussel,0GJc9hwpZqTk1JEba6EUPA,https://i.scdn.co/image/465e7ea0f1217bd91546b794a60152e1314e517f
Oreste Ravanello,5ZXNOXOsjRXN4VmGjjscXq
Charles Ives,73s17iW5LTtXRMVoofi9sU,https://i.scdn.co/image/987ae8616b1aa177570fd8d4ca5ad236e0eb7dfb
Wilhelm Stenhammar,6gfRaesyLupPd0gDQaLwJV,https://i.scdn.co/image/5e2a90fd68db6e4116db64829b4cbf4323b603fa
Alexander von Zemlinsky,5z1DT2Qv5crikZIIJt5uO9,https://i.scdn.co/image/88bf604f073237d5f68d92a96ec5ea30ebafa649
Ralph Vaughan Williams,7wNkISK49lKeXuRaZcQVFe,https://i.scdn.co/image/b404bdfc79579edba35faa44e5cb4353e7cf9b93
Alexander Scriabin,6nZiWg5ZB511S24WmB7TCV,https://i.scdn.co/image/b73c364d3d42b160833cf37861808d8324ac1437
Rubin Goldmark,7wSGWtQtQsJPSzHKrMIak6
Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,https://i.scdn.co/image/ec3bd7e3cb2154ea5575fa09adccce926186b33d
Reynaldo Hahn,6Eu8djOGFxGaykaqJlbzEf,https://i.scdn.co/image/9c2da578a4f020d83c0718c945a9f4ecd48e756e
Pascual Marquina Narro,4lV1eSZ2q7UP1Yskke7Ifh
Max Reger,2qpchAUtJNY45rG7auwQgz,https://i.scdn.co/image/01990e8797e952b3bd482c17502995ccc8f7a91b
Leo Fall,6ZZoPRHqoGpPTYFakdVWvu,https://i.scdn.co/image/62092e16db07e9fe5daea9d949d879d9becd7254
Josef Suk,6xV7WL4etX4sILBdTz6fYN,https://i.scdn.co/image/3213d17bdaa618cd5e91e201969c2a08ed592898
Richard Wetz,4fzpNEnmEqmAysw8T2VCnd
Arnold Schoenberg,5U827e4jbYz6EjtN0fIDt9,https://i.scdn.co/image/2fc56096767a81319e2738ea9b53f24a95935c14
Gustav Holst,5B7uXBeLc2TkR5Jk23qKIZ,https://i.scdn.co/image/9468e0e9731772a6736a015d6a492c8a1cadc9b3
Franco Alfano,5dqt3SC39E4KU9EZSdPDrP,https://i.scdn.co/image/10b0c5c0f0dbbb38f417f91c2e35f4e9823872a1
Franz Schmidt,0Fx0FF13vvAQ3gmBE5LmhH,https://i.scdn.co/image/e4fb1dfa797be9fb1c947b432f090499635c7735
Albert Ketèlbey,5867Gd29EVb1Rt1sYiuYEj,https://i.scdn.co/image/9919b70f3c59f0b8381d4b7cd8a5f169713f5aa9
Samuel Coleridge-Taylor,0fhN6BHa9pN66ZnsrI5NUR,https://i.scdn.co/image/288dc5bf164c09e78a63cb1b5228a07c9f5c56fc
Fritz Kreisler,0HdNDZaNm7xLt18v9aWDfe,https://i.scdn.co/image/41d75e86b9a90d97a63ce094bd7cb83b442c365a
Maurice Ravel,17hR0sYHpx7VYTMRfFUOmY,https://i.scdn.co/image/f5ba61b0b55b905bec4d6e1c14dafd5ed633ab28
Filippo Tommaso Marinetti,3S3aaQ0jN4dEnrmXHTDgU4,https://i.scdn.co/image/0d358e79f586623bd2f8fca79ba8150187bedb85
John Alden Carpenter,6N2kuYAC5j9DaW8rtfPqCS,https://i.scdn.co/image/7cd2ddde14f93a4484d4f248dab35bf9271f4352
Manuel de Falla,5BcbyYRgvvhfVGmCJSjHlT,https://i.scdn.co/image/7d0edfb608a1ddf98afbb3565d12c3ae43d670e9
Ludolf Nielsen,7yRgkbUn4AL8XL3pCmAnh0,https://i.scdn.co/image/a4c8746d5882838093bba3d15e1685e7b3cdce86
Carl Ruggles,6IXC5tnl1tMnV3noIdHlfM
Fermo Dante Marchetti,7xD3LmlGjxENuiPvErrDrb
Ermanno Wolf-Ferrari,4ggOcxqsc7UOQdHzDxYexp,https://i.scdn.co/image/4dc33fcbb76b4634b578da72e89eb04942a5c442
Antonio Russolo,5t2sFKaprL2CwobmRlolTv
Joseph Holbrooke,0rdVoRllKaWDVQX83tdGEP,https://i.scdn.co/image/f0ef4266749cf4b6058932de704512744a763668
Gabriel Dupont,1ioNBPhjY2VcZviexx8oyV
Frank Bridge,7rj5B6cNPEJhWLnZAPSw9c,https://i.scdn.co/image/41ed2b2d8caafe59b4e030ac0c943af359192b28
Franz Schreker,7ehgiWrLMRMQkrr5tQQB2P,https://i.scdn.co/image/c08acda87378b9b448d466ed00190623842bd457
Joseph Canteloube,2Qxqr7UC93OtiiCiyFZsmw,https://i.scdn.co/image/e61d115342b1ab2cdce907139bf6c0543e21e708
John Ireland,0QzZLY6jZif9KbXnxaLIUV,https://i.scdn.co/image/24257ff66c50aff5d4ed6ecd12b64df4cc3b3b1c
Hamilton Harty,1BJZ8jnHa9XekLAj9cIm5C,https://i.scdn.co/image/dae51325060268f5d259cd17f7e800445284c273
Otto Olsson,02St7ubfTZFT4KGC9FJeHi,https://i.scdn.co/image/f15fd8cb8bfbeadf1dabb6d20f604643986cd50f
Cyril Scott,23r4muZmoiPOorfIXtW4MG,https://i.scdn.co/image/62ab18d33a9a11524cca818829586c7c5272a2db
Alma Mahler,3OU7d3J0bWYAALgPk2v4Gu,https://i.scdn.co/image/2d4dd5a1b9ed3de0bd31375102d04b1ce2da173a
Francesco Balilla Pratella,2hBGTVJ0bxUsKiV66MSfsw
Ottorino Respighi,7KkUirCiJZhgRN3NbgG98L,https://i.scdn.co/image/d7834df2ebc41fb41c7b377b50ee42230eba9ce2
Ernest Bloch,4s7qI7HT1XDzotj6IYNEuJ,https://i.scdn.co/image/51c7ce5730b1bb3596065f467ea049cab708ac92
John Foulds,3gh8kWJETIg17FGev1fFkZ,https://i.scdn.co/image/dc82d4ef6a0371b258f23f23850784264b2ecd1a
